plot,year,focal_species,neighbor_species,current_focal_cover,previous_focal_cover,previous_neighbor_cover,season_length_ds
25,2017,POBI6,MIOB2,0.13,0.14,0.1,97
25,2017,POBI6,GEROT,0.13,0.14,0.4,97
25,2017,POBI6,FEBR,0.13,0.14,0.03,97
25,2017,POBI6,ARSC,0.13,0.14,0.16,97
25,2017,POBI6,LEPY2,0.13,0.14,0.02,97
25,2017,POBI6,LUSP4,0.13,0.14,0.04,97
25,2017,POBI6,2BARE,0.13,0.14,0.08,97
25,2017,POBI6,ERSI3,0.13,0.14,0.05,97
25,2017,POBI6,2MOSS,0.13,0.14,0.01,97
25,2017,POBI6,2LICHN,0.13,0.14,0.03,97
25,2017,POBI6,CAOC4,0.13,0.14,0.04,97
25,2017,POBI6,CHJA,0.13,0.14,0.01,97
25,2018,POBI6,DECE,0.13,0.13,0.26,140
25,2018,POBI6,2LTR,0.13,0.13,0.56,140
25,2018,POBI6,FEBR,0.13,0.13,0.09,140
25,2018,POBI6,CASCS2,0.13,0.13,0.04,140
25,2018,POBI6,ARSC,0.13,0.13,0.17,140
25,2018,POBI6,GEROT,0.13,0.13,0.4,140
25,2018,POBI6,LUSP4,0.13,0.13,0.03,140
25,2018,POBI6,2LICHN,0.13,0.13,0.05,140
25,2018,POBI6,MIOB2,0.13,0.13,0.11,140
25,2018,POBI6,CAOC4,0.13,0.13,0.03,140
25,2018,POBI6,ERSI3,0.13,0.13,0.13,140
25,2018,POBI6,LEPY2,0.13,0.13,0.05,140
25,2018,POBI6,2BARE,0.13,0.13,0.04,140
25,2018,POBI6,CHJA,0.13,0.13,0.01,140
26,2011,POBI6,GEROT,0.02,0.05,0.27,168
26,2011,POBI6,ARSC,0.02,0.05,0.21,168
26,2011,POBI6,TRPAP,0.02,0.05,0.02,168
26,2011,POBI6,GEAL2,0.02,0.05,0.1,168
26,2011,POBI6,2LTR,0.02,0.05,0.71,168
26,2011,POBI6,DECE,0.02,0.05,0.32,168
26,2011,POBI6,2MOSS,0.02,0.05,0.04,168
26,2011,POBI6,ERSI3,0.02,0.05,0.04,168
26,2011,POBI6,2BARE,0.02,0.05,0,168
26,2011,POBI6,POVI3,0.02,0.05,0,168
26,2011,POBI6,CASCS2,0.02,0.05,0,168
26,2011,POBI6,CALE4,0.02,0.05,0.06,168
26,2011,POBI6,2LICHN,0.02,0.05,0,168
26,2011,POBI6,FEBR,0.02,0.05,0,168
26,2011,POBI6,MIOB2,0.02,0.05,0.01,168
26,2012,POBI6,TRPAP,0.08,0.02,0.04,161
26,2012,POBI6,ARSC,0.08,0.02,0.26,161
26,2012,POBI6,ERSI3,0.08,0.02,0.1,161
26,2012,POBI6,2LTR,0.08,0.02,0.7,161
26,2012,POBI6,GEROT,0.08,0.02,0.34,161
26,2012,POBI6,DECE,0.08,0.02,0.44,161
26,2012,POBI6,2MOSS,0.08,0.02,0.02,161
26,2012,POBI6,FEBR,0.08,0.02,0.01,161
26,2012,POBI6,GEAL2,0.08,0.02,0.1,161
26,2012,POBI6,CALE4,0.08,0.02,0.04,161
26,2012,POBI6,CASCS2,0.08,0.02,0.02,161
26,2012,POBI6,POVI3,0.08,0.02,0.01,161
26,2012,POBI6,MIOB2,0.08,0.02,0.01,161
26,2013,POBI6,TRPAP,0.07,0.08,0.05,185
26,2013,POBI6,ARSC,0.07,0.08,0.26,185
26,2013,POBI6,GEROT,0.07,0.08,0.34,185
26,2013,POBI6,ERSI3,0.07,0.08,0.03,185
26,2013,POBI6,2LTR,0.07,0.08,0.57,185
26,2013,POBI6,DECE,0.07,0.08,0.34,185
26,2013,POBI6,2MOSS,0.07,0.08,0.03,185
26,2013,POBI6,POVI3,0.07,0.08,0.02,185
26,2013,POBI6,CALE4,0.07,0.08,0.06,185
26,2013,POBI6,GEAL2,0.07,0.08,0.11,185
26,2013,POBI6,LLSE,0.07,0.08,0,185
26,2013,POBI6,FEBR,0.07,0.08,0.02,185
26,2014,POBI6,2LTR,0.04,0.07,0.33,128
26,2014,POBI6,2MOSS,0.04,0.07,0.05,128
26,2014,POBI6,ERSI3,0.04,0.07,0.07,128
26,2014,POBI6,GEROT,0.04,0.07,0.31,128
26,2014,POBI6,ARSC,0.04,0.07,0.4,128
26,2014,POBI6,DECE,0.04,0.07,0.4,128
26,2014,POBI6,TRPAP,0.04,0.07,0.04,128
26,2014,POBI6,GEAL2,0.04,0.07,0.14,128
26,2014,POBI6,POVI3,0.04,0.07,0.04,128
26,2014,POBI6,STLO2,0.04,0.07,0,128
26,2014,POBI6,2LICHN,0.04,0.07,0,128
26,2014,POBI6,CHJA,0.04,0.07,0,128
26,2014,POBI6,CASCS2,0.04,0.07,0,128
26,2014,POBI6,FEBR,0.04,0.07,0.03,128
26,2014,POBI6,CALE4,0.04,0.07,0.11,128
26,2014,POBI6,MIOB2,0.04,0.07,0,128
26,2015,POBI6,GEROT,0.05,0.04,0.33,128
26,2015,POBI6,DECE,0.05,0.04,0.44,128
26,2015,POBI6,2MOSS,0.05,0.04,0.05,128
26,2015,POBI6,ERSI3,0.05,0.04,0.08,128
26,2015,POBI6,2LTR,0.05,0.04,0.52,128
26,2015,POBI6,ARSC,0.05,0.04,0.28,128
26,2015,POBI6,TRPAP,0.05,0.04,0.07,128
26,2015,POBI6,CASCS2,0.05,0.04,0.02,128
26,2015,POBI6,GEAMA,0.05,0.04,0,128
26,2015,POBI6,GEAL2,0.05,0.04,0.09,128
26,2015,POBI6,POVI3,0.05,0.04,0.04,128
26,2015,POBI6,CAOC4,0.05,0.04,0,128
26,2015,POBI6,CALE4,0.05,0.04,0.05,128
26,2015,POBI6,FEBR,0.05,0.04,0.02,128
26,2015,POBI6,2LICHN,0.05,0.04,0.01,128
26,2015,POBI6,MIOB2,0.05,0.04,0.01,128
26,2016,POBI6,ARSC,0.03,0.05,0.34,155
26,2016,POBI6,GEROT,0.03,0.05,0.34,155
26,2016,POBI6,2MOSS,0.03,0.05,0.02,155
26,2016,POBI6,ERSI3,0.03,0.05,0.06,155
26,2016,POBI6,DECE,0.03,0.05,0.52,155
26,2016,POBI6,2LTR,0.03,0.05,0.38,155
26,2016,POBI6,TRPAP,0.03,0.05,0.08,155
26,2016,POBI6,GEAL2,0.03,0.05,0.16,155
26,2016,POBI6,CAOC4,0.03,0.05,0.03,155
26,2016,POBI6,CALE4,0.03,0.05,0.09,155
26,2016,POBI6,CASCS2,0.03,0.05,0.07,155
26,2016,POBI6,POVI3,0.03,0.05,0.03,155
26,2016,POBI6,FEBR,0.03,0.05,0.04,155
26,2016,POBI6,MIOB2,0.03,0.05,0.02,155
26,2016,POBI6,2LICHN,0.03,0.05,0.02,155
26,2017,POBI6,DECE,0.08,0.03,0.46,112
26,2017,POBI6,GEROT,0.08,0.03,0.3,112
26,2017,POBI6,ERSI3,0.08,0.03,0.04,112
26,2017,POBI6,ARSC,0.08,0.03,0.35,112
26,2017,POBI6,2MOSS,0.08,0.03,0.04,112
26,2017,POBI6,2LTR,0.08,0.03,0.6,112
26,2017,POBI6,TRPAP,0.08,0.03,0.05,112
26,2017,POBI6,GEAL2,0.08,0.03,0.11,112
26,2017,POBI6,CAOC4,0.08,0.03,0.03,112
26,2017,POBI6,CALE4,0.08,0.03,0.09,112
26,2017,POBI6,CASCS2,0.08,0.03,0.03,112
26,2017,POBI6,2LICHN,0.08,0.03,0.01,112
26,2017,POBI6,POVI3,0.08,0.03,0.03,112
26,2017,POBI6,MIOB2,0.08,0.03,0.02,112
26,2018,POBI6,DECE,0.03,0.08,0.59,165
26,2018,POBI6,ARSC,0.03,0.08,0.33,165
26,2018,POBI6,TRPAP,0.03,0.08,0.08,165
26,2018,POBI6,ERSI3,0.03,0.08,0.08,165
26,2018,POBI6,2LTR,0.03,0.08,0.54,165
26,2018,POBI6,GEROT,0.03,0.08,0.4,165
26,2018,POBI6,GEAL2,0.03,0.08,0.14,165
26,2018,POBI6,POVI3,0.03,0.08,0.03,165
26,2018,POBI6,CALE4,0.03,0.08,0.1,165
26,2018,POBI6,FEBR,0.03,0.08,0,165
26,2018,POBI6,CASCS2,0.03,0.08,0.02,165
26,2018,POBI6,2MOSS,0.03,0.08,0.04,165
26,2018,POBI6,2LICHN,0.03,0.08,0.01,165
26,2018,POBI6,MIOB2,0.03,0.08,0.02,165
27,2011,POBI6,2LTR,0.04,0.06,0.75,168
27,2011,POBI6,DECE,0.04,0.06,0.21,168
27,2011,POBI6,CASCS2,0.04,0.06,0.13,168
27,2011,POBI6,GEROT,0.04,0.06,0.41,168
27,2011,POBI6,ERSI3,0.04,0.06,0,168
27,2011,POBI6,ARSC,0.04,0.06,0.09,168
27,2011,POBI6,POA,0.04,0.06,0,168
27,2011,POBI6,LLSE,0.04,0.06,0,168
27,2011,POBI6,CALE4,0.04,0.06,0.01,168
27,2011,POBI6,TRPAP,0.04,0.06,0.02,168
27,2011,POBI6,SELA,0.04,0.06,0.01,168
27,2011,POBI6,2BARE,0.04,0.06,0.04,168
27,2011,POBI6,GEAL2,0.04,0.06,0.01,168
27,2012,POBI6,2LTR,0.06,0.04,0.78,161
27,2012,POBI6,DECE,0.06,0.04,0.26,161
27,2012,POBI6,2BARE,0.06,0.04,0.06,161
27,2012,POBI6,SELA,0.06,0.04,0.02,161
27,2012,POBI6,GEROT,0.06,0.04,0.4,161
27,2012,POBI6,LLSE,0.06,0.04,0.02,161
27,2012,POBI6,CASCS2,0.06,0.04,0.17,161
27,2012,POBI6,CALE4,0.06,0.04,0.01,161
27,2012,POBI6,ARSC,0.06,0.04,0.16,161
27,2012,POBI6,ERSI3,0.06,0.04,0.01,161
27,2012,POBI6,MIOB2,0.06,0.04,0,161
27,2012,POBI6,GEAL2,0.06,0.04,0.02,161
27,2012,POBI6,CAOC4,0.06,0.04,0,161
27,2012,POBI6,FEBR,0.06,0.04,0,161
27,2012,POBI6,TRPAP,0.06,0.04,0.01,161
27,2012,POBI6,SIPR,0.06,0.04,0,161
27,2013,POBI6,2LTR,0.06,0.06,0.53,171
27,2013,POBI6,DECE,0.06,0.06,0.24,171
27,2013,POBI6,CASCS2,0.06,0.06,0.19,171
27,2013,POBI6,ERSI3,0.06,0.06,0.01,171
27,2013,POBI6,ARSC,0.06,0.06,0.12,171
27,2013,POBI6,GEROT,0.06,0.06,0.43,171
27,2013,POBI6,LLSE,0.06,0.06,0.01,171
27,2013,POBI6,PHPU5,0.06,0.06,0,171
27,2013,POBI6,CALE4,0.06,0.06,0.03,171
27,2013,POBI6,2BARE,0.06,0.06,0.04,171
27,2013,POBI6,SELA,0.06,0.06,0.02,171
27,2013,POBI6,POA,0.06,0.06,0,171
27,2013,POBI6,MIOB2,0.06,0.06,0.01,171
27,2013,POBI6,GEAL2,0.06,0.06,0.01,171
27,2013,POBI6,TRPAP,0.06,0.06,0.02,171
27,2014,POBI6,2LTR,0.03,0.06,0.56,128
27,2014,POBI6,DECE,0.03,0.06,0.27,128
27,2014,POBI6,CAHA6,0.03,0.06,0,128
27,2014,POBI6,GEROT,0.03,0.06,0.33,128
27,2014,POBI6,ERSI3,0.03,0.06,0.01,128
27,2014,POBI6,ARSC,0.03,0.06,0.16,128
27,2014,POBI6,LLSE,0.03,0.06,0.03,128
27,2014,POBI6,CASCS2,0.03,0.06,0.15,128
27,2014,POBI6,CALE4,0.03,0.06,0.03,128
27,2014,POBI6,SELA,0.03,0.06,0.01,128
27,2014,POBI6,POARG,0.03,0.06,0,128
27,2014,POBI6,CAOC4,0.03,0.06,0,128
27,2014,POBI6,GEAL2,0.03,0.06,0.02,128
27,2014,POBI6,MIOB2,0.03,0.06,0.02,128
27,2014,POBI6,TRPAP,0.03,0.06,0.03,128
27,2014,POBI6,2LICHN,0.03,0.06,0,128
27,2015,POBI6,2LTR,0.07,0.03,0.63,128
27,2015,POBI6,DECE,0.07,0.03,0.24,128
27,2015,POBI6,2BARE,0.07,0.03,0,128
27,2015,POBI6,GEROT,0.07,0.03,0.43,128
27,2015,POBI6,ERSI3,0.07,0.03,0.02,128
27,2015,POBI6,ARSC,0.07,0.03,0.19,128
27,2015,POBI6,FEBR,0.07,0.03,0,128
27,2015,POBI6,CASCS2,0.07,0.03,0.15,128
27,2015,POBI6,CALE4,0.07,0.03,0.03,128
27,2015,POBI6,SELA,0.07,0.03,0.01,128
27,2015,POBI6,LLSE,0.07,0.03,0.02,128
27,2015,POBI6,TRPAP,0.07,0.03,0.03,128
27,2015,POBI6,CAOC4,0.07,0.03,0.01,128
27,2015,POBI6,GEAL2,0.07,0.03,0.02,128
27,2015,POBI6,MIOB2,0.07,0.03,0.02,128
27,2015,POBI6,CAHA6,0.07,0.03,0.06,128
27,2016,POBI6,2LTR,0.05,0.07,0.51,141
27,2016,POBI6,DECE,0.05,0.07,0.38,141
27,2016,POBI6,TRPAP,0.05,0.07,0.08,141
27,2016,POBI6,CASCS2,0.05,0.07,0.18,141
27,2016,POBI6,GEROT,0.05,0.07,0.47,141
27,2016,POBI6,ERSI3,0.05,0.07,0.03,141
27,2016,POBI6,ARSC,0.05,0.07,0.31,141
27,2016,POBI6,CALE4,0.05,0.07,0.02,141
27,2016,POBI6,2BARE,0.05,0.07,0.05,141
27,2016,POBI6,LLSE,0.05,0.07,0.02,141
27,2016,POBI6,CAOC4,0.05,0.07,0.03,141
27,2016,POBI6,STLO2,0.05,0.07,0,141
27,2016,POBI6,GEAL2,0.05,0.07,0.01,141
27,2016,POBI6,MIOB2,0.05,0.07,0.01,141
27,2016,POBI6,FEBR,0.05,0.07,0.01,141
27,2016,POBI6,CAHA6,0.05,0.07,0.02,141
27,2016,POBI6,2LICHN,0.05,0.07,0,141
27,2017,POBI6,DECE,0.02,0.05,0.32,112
27,2017,POBI6,2LTR,0.02,0.05,0.56,112
27,2017,POBI6,2BARE,0.02,0.05,0.07,112
27,2017,POBI6,GEROT,0.02,0.05,0.45,112
27,2017,POBI6,ARSC,0.02,0.05,0.14,112
27,2017,POBI6,FEBR,0.02,0.05,0.02,112
27,2017,POBI6,ERSI3,0.02,0.05,0.02,112
27,2017,POBI6,LLSE,0.02,0.05,0.01,112
27,2017,POBI6,CASCS2,0.02,0.05,0.16,112
27,2017,POBI6,CALE4,0.02,0.05,0.01,112
27,2017,POBI6,SELA,0.02,0.05,0,112
27,2017,POBI6,TRPAP,0.02,0.05,0.07,112
27,2017,POBI6,POARG,0.02,0.05,0,112
27,2017,POBI6,CAOC4,0.02,0.05,0.03,112
27,2017,POBI6,GEAL2,0.02,0.05,0.01,112
27,2017,POBI6,MIOB2,0.02,0.05,0.03,112
27,2017,POBI6,STLO2,0.02,0.05,0.01,112
27,2018,POBI6,DECE,0.03,0.02,0.35,154
27,2018,POBI6,2LTR,0.03,0.02,0.71,154
27,2018,POBI6,CASCS2,0.03,0.02,0.13,154
27,2018,POBI6,GEROT,0.03,0.02,0.34,154
27,2018,POBI6,ARSC,0.03,0.02,0.21,154
27,2018,POBI6,FEBR,0.03,0.02,0.02,154
27,2018,POBI6,LLSE,0.03,0.02,0.01,154
27,2018,POBI6,CALE4,0.03,0.02,0.02,154
27,2018,POBI6,POARG,0.03,0.02,0.01,154
27,2018,POBI6,CAOC4,0.03,0.02,0.01,154
27,2018,POBI6,TRPAP,0.03,0.02,0.06,154
27,2018,POBI6,GEAL2,0.03,0.02,0.01,154
27,2018,POBI6,2BARE,0.03,0.02,0.04,154
27,2018,POBI6,MIOB2,0.03,0.02,0.02,154
27,2018,POBI6,ERSI3,0.03,0.02,0.05,154
28,2011,POBI6,2BARE,0.02,0.05,0,168
28,2011,POBI6,ARSC,0.02,0.05,0.13,168
28,2011,POBI6,2LICHN,0.02,0.05,0.02,168
28,2011,POBI6,2LTR,0.02,0.05,0.81,168
28,2011,POBI6,DECE,0.02,0.05,0.33,168
28,2011,POBI6,FEBR,0.02,0.05,0.06,168
28,2011,POBI6,TRPAP,0.02,0.05,0.11,168
28,2011,POBI6,CASCS2,0.02,0.05,0.02,168
28,2011,POBI6,GEROT,0.02,0.05,0.02,168
28,2011,POBI6,ERSI3,0.02,0.05,0.12,168
28,2011,POBI6,STLO2,0.02,0.05,0.01,168
28,2011,POBI6,SARH2,0.02,0.05,0.01,168
28,2011,POBI6,NOMO2,0.02,0.05,0,168
28,2011,POBI6,CEARS2,0.02,0.05,0,168
28,2012,POBI6,2LTR,0.09,0.02,0.81,154
28,2012,POBI6,DECE,0.09,0.02,0.34,154
28,2012,POBI6,NOMO2,0.09,0.02,0.01,154
28,2012,POBI6,TRPAP,0.09,0.02,0.09,154
28,2012,POBI6,ARSC,0.09,0.02,0.18,154
28,2012,POBI6,CASCS2,0.09,0.02,0.04,154
28,2012,POBI6,FEBR,0.09,0.02,0.05,154
28,2012,POBI6,GEROT,0.09,0.02,0.01,154
28,2012,POBI6,ERSI3,0.09,0.02,0.08,154
28,2012,POBI6,MIOB2,0.09,0.02,0,154
28,2012,POBI6,2LICHN,0.09,0.02,0.06,154
28,2012,POBI6,POA,0.09,0.02,0,154
28,2012,POBI6,POGLR2,0.09,0.02,0,154
28,2012,POBI6,LLSE,0.09,0.02,0,154
28,2013,POBI6,ARSC,0.06,0.09,0.18,171
28,2013,POBI6,TRPAP,0.06,0.09,0.11,171
28,2013,POBI6,2LTR,0.06,0.09,0.73,171
28,2013,POBI6,DECE,0.06,0.09,0.37,171
28,2013,POBI6,CASCS2,0.06,0.09,0.06,171
28,2013,POBI6,FEBR,0.06,0.09,0.04,171
28,2013,POBI6,GEROT,0.06,0.09,0.04,171
28,2013,POBI6,ERSI3,0.06,0.09,0.1,171
28,2013,POBI6,POARG,0.06,0.09,0,171
28,2013,POBI6,LUSP4,0.06,0.09,0,171
28,2013,POBI6,STLO2,0.06,0.09,0,171
28,2013,POBI6,MIOB2,0.06,0.09,0.01,171
28,2013,POBI6,NOMO2,0.06,0.09,0.02,171
28,2013,POBI6,2LICHN,0.06,0.09,0.01,171
28,2014,POBI6,2LTR,0.07,0.06,0.62,128
28,2014,POBI6,ARSC,0.07,0.06,0.23,128
28,2014,POBI6,DECE,0.07,0.06,0.36,128
28,2014,POBI6,TRPAP,0.07,0.06,0.15,128
28,2014,POBI6,CASCS2,0.07,0.06,0.09,128
28,2014,POBI6,GEROT,0.07,0.06,0.03,128
28,2014,POBI6,ERSI3,0.07,0.06,0.15,128
28,2014,POBI6,2LICHN,0.07,0.06,0.02,128
28,2014,POBI6,POARG,0.07,0.06,0.03,128
28,2014,POBI6,FEBR,0.07,0.06,0.05,128
28,2014,POBI6,MIOB2,0.07,0.06,0.01,128
28,2014,POBI6,NOMO2,0.07,0.06,0.02,128
28,2015,POBI6,2LICHN,0.06,0.07,0.07,128
28,2015,POBI6,ARSC,0.06,0.07,0.23,128
28,2015,POBI6,TRPAP,0.06,0.07,0.23,128
28,2015,POBI6,DECE,0.06,0.07,0.28,128
28,2015,POBI6,2LTR,0.06,0.07,0.66,128
28,2015,POBI6,CASCS2,0.06,0.07,0.06,128
28,2015,POBI6,NOMO2,0.06,0.07,0.01,128
28,2015,POBI6,ERSI3,0.06,0.07,0.12,128
28,2015,POBI6,FEBR,0.06,0.07,0.05,128
28,2015,POBI6,GEROT,0.06,0.07,0.03,128
28,2015,POBI6,POARG,0.06,0.07,0.05,128
28,2016,POBI6,2LICHN,0.09,0.06,0.03,141
28,2016,POBI6,ARSC,0.09,0.06,0.28,141
28,2016,POBI6,2LTR,0.09,0.06,0.64,141
28,2016,POBI6,TRPAP,0.09,0.06,0.24,141
28,2016,POBI6,DECE,0.09,0.06,0.36,141
28,2016,POBI6,NOMO2,0.09,0.06,0.02,141
28,2016,POBI6,ERSI3,0.09,0.06,0.17,141
28,2016,POBI6,GEROT,0.09,0.06,0.07,141
28,2016,POBI6,CASCS2,0.09,0.06,0.12,141
28,2016,POBI6,POARG,0.09,0.06,0.04,141
28,2016,POBI6,LUSP4,0.09,0.06,0,141
28,2016,POBI6,FEBR,0.09,0.06,0.03,141
28,2017,POBI6,DECE,0.08,0.09,0.3,112
28,2017,POBI6,ARSC,0.08,0.09,0.24,112
28,2017,POBI6,2LTR,0.08,0.09,0.75,112
28,2017,POBI6,FEBR,0.08,0.09,0.01,112
28,2017,POBI6,TRPAP,0.08,0.09,0.08,112
28,2017,POBI6,CASCS2,0.08,0.09,0.05,112
28,2017,POBI6,GEROT,0.08,0.09,0.05,112
28,2017,POBI6,ERSI3,0.08,0.09,0.13,112
28,2017,POBI6,POARG,0.08,0.09,0.02,112
28,2017,POBI6,2LICHN,0.08,0.09,0.07,112
28,2017,POBI6,NOMO2,0.08,0.09,0.01,112
28,2017,POBI6,LUSP4,0.08,0.09,0.01,112
28,2018,POBI6,DECE,0.06,0.08,0.41,140
28,2018,POBI6,ERSI3,0.06,0.08,0.12,140
28,2018,POBI6,2LTR,0.06,0.08,0.77,140
28,2018,POBI6,2LICHN,0.06,0.08,0.05,140
28,2018,POBI6,ARSC,0.06,0.08,0.28,140
28,2018,POBI6,TRPAP,0.06,0.08,0.08,140
28,2018,POBI6,CASCS2,0.06,0.08,0.12,140
28,2018,POBI6,GEROT,0.06,0.08,0.05,140
28,2018,POBI6,FEBR,0.06,0.08,0.02,140
28,2018,POBI6,POARG,0.06,0.08,0.04,140
28,2018,POBI6,MIOB2,0.06,0.08,0,140
28,2018,POBI6,TRSP2,0.06,0.08,0,140
29,2011,POBI6,MIOB2,0.03,0.01,0.03,213
29,2011,POBI6,TRDA2,0.03,0.01,0.31,213
29,2011,POBI6,CARO2,0.03,0.01,0.06,213
29,2011,POBI6,2LTR,0.03,0.01,0.58,213
29,2011,POBI6,GEROT,0.03,0.01,0.09,213
29,2011,POBI6,SEDES,0.03,0.01,0.03,213
29,2011,POBI6,2LICHN,0.03,0.01,0.06,213
29,2011,POBI6,PHPU5,0.03,0.01,0.02,213
29,2011,POBI6,CARUD,0.03,0.01,0.19,213
29,2011,POBI6,ORALA,0.03,0.01,0.11,213
29,2011,POBI6,TEACC,0.03,0.01,0.01,213
29,2011,POBI6,LUSP4,0.03,0.01,0.01,213
29,2011,POBI6,FEBR,0.03,0.01,0.04,213
29,2011,POBI6,2UNKSC,0.03,0.01,0.01,213
29,2011,POBI6,ARFEF3,0.03,0.01,0.03,213
29,2011,POBI6,ARSC,0.03,0.01,0.15,213
29,2011,POBI6,ALGE,0.03,0.01,0,213
29,2011,POBI6,ELTRT,0.03,0.01,0,213
29,2011,POBI6,2BARE,0.03,0.01,0.01,213
29,2012,POBI6,MIOB2,0.02,0.03,0.08,238
29,2012,POBI6,TRDA2,0.02,0.03,0.36,238
29,2012,POBI6,2LTR,0.02,0.03,0.51,238
29,2012,POBI6,SEDES,0.02,0.03,0.06,238
29,2012,POBI6,PHPU5,0.02,0.03,0.04,238
29,2012,POBI6,CARUD,0.02,0.03,0.22,238
29,2012,POBI6,ORALA,0.02,0.03,0.14,238
29,2012,POBI6,TEACC,0.02,0.03,0.01,238
29,2012,POBI6,ERPI6,0.02,0.03,0,238
29,2012,POBI6,2LICHN,0.02,0.03,0.03,238
29,2012,POBI6,ALGE,0.02,0.03,0.01,238
29,2012,POBI6,FEBR,0.02,0.03,0.03,238
29,2012,POBI6,ARFEF3,0.02,0.03,0.04,238
29,2012,POBI6,2BARE,0.02,0.03,0.01,238
29,2012,POBI6,CARO2,0.02,0.03,0.08,238
29,2012,POBI6,GEROT,0.02,0.03,0.08,238
29,2012,POBI6,ARSC,0.02,0.03,0.06,238
29,2012,POBI6,CAUN2,0.02,0.03,0,238
29,2012,POBI6,2UNKSC,0.02,0.03,0.01,238
29,2012,POBI6,ELTRT,0.02,0.03,0.03,238
29,2012,POBI6,TEGR3,0.02,0.03,0,238
29,2012,POBI6,CEARS2,0.02,0.03,0,238
29,2013,POBI6,MIOB2,0.03,0.02,0.06,199
29,2013,POBI6,PHPU5,0.03,0.02,0.04,199
29,2013,POBI6,ORALA,0.03,0.02,0.09,199
29,2013,POBI6,2LTR,0.03,0.02,0.36,199
29,2013,POBI6,TRDA2,0.03,0.02,0.34,199
29,2013,POBI6,CAUN2,0.03,0.02,0.02,199
29,2013,POBI6,2LICHN,0.03,0.02,0.03,199
29,2013,POBI6,GEROT,0.03,0.02,0.09,199
29,2013,POBI6,ALGE,0.03,0.02,0.02,199
29,2013,POBI6,CEARS2,0.03,0.02,0.01,199
29,2013,POBI6,CARO2,0.03,0.02,0.04,199
29,2013,POBI6,SELA,0.03,0.02,0,199
29,2013,POBI6,ARSC,0.03,0.02,0.08,199
29,2013,POBI6,HEMO3,0.03,0.02,0,199
29,2013,POBI6,TEGR3,0.03,0.02,0.01,199
29,2013,POBI6,CARUD,0.03,0.02,0.17,199
29,2013,POBI6,DECE,0.03,0.02,0,199
29,2013,POBI6,SEDES,0.03,0.02,0.1,199
29,2013,POBI6,LUSP4,0.03,0.02,0,199
29,2013,POBI6,KOMY,0.03,0.02,0,199
29,2013,POBI6,ERPI6,0.03,0.02,0.03,199
29,2013,POBI6,MELA3,0.03,0.02,0,199
29,2013,POBI6,ARFEF3,0.03,0.02,0.04,199
29,2013,POBI6,2BARE,0.03,0.02,0.03,199
29,2013,POBI6,LLSE,0.03,0.02,0,199
29,2013,POBI6,TEACC,0.03,0.02,0.01,199
29,2014,POBI6,MIOB2,0.02,0.03,0.06,155
29,2014,POBI6,ORALA,0.02,0.03,0.12,155
29,2014,POBI6,CAUN2,0.02,0.03,0.02,155
29,2014,POBI6,TRDA2,0.02,0.03,0.38,155
29,2014,POBI6,2LTR,0.02,0.03,0.52,155
29,2014,POBI6,GEROT,0.02,0.03,0.06,155
29,2014,POBI6,SEDES,0.02,0.03,0.13,155
29,2014,POBI6,PHPU5,0.02,0.03,0.04,155
29,2014,POBI6,CARUD,0.02,0.03,0.2,155
29,2014,POBI6,ERPI6,0.02,0.03,0.08,155
29,2014,POBI6,2LICHN,0.02,0.03,0.05,155
29,2014,POBI6,TEACC,0.02,0.03,0.01,155
29,2014,POBI6,ARFEF3,0.02,0.03,0.05,155
29,2014,POBI6,ARSC,0.02,0.03,0.07,155
29,2014,POBI6,CARO2,0.02,0.03,0.03,155
29,2014,POBI6,ELTRT,0.02,0.03,0,155
29,2014,POBI6,2UNKSC,0.02,0.03,0,155
29,2014,POBI6,LLSE,0.02,0.03,0.01,155
29,2014,POBI6,TEGR3,0.02,0.03,0.01,155
29,2014,POBI6,POARG,0.02,0.03,0,155
29,2014,POBI6,FEBR,0.02,0.03,0,155
29,2014,POBI6,CEARS2,0.02,0.03,0.01,155
29,2015,POBI6,MIOB2,0.03,0.02,0.06,142
29,2015,POBI6,LLSE,0.03,0.02,0.01,142
29,2015,POBI6,TRDA2,0.03,0.02,0.38,142
29,2015,POBI6,2LTR,0.03,0.02,0.35,142
29,2015,POBI6,SEDES,0.03,0.02,0.05,142
29,2015,POBI6,CARUD,0.03,0.02,0.16,142
29,2015,POBI6,PHPU5,0.03,0.02,0.05,142
29,2015,POBI6,ORALA,0.03,0.02,0.15,142
29,2015,POBI6,TEACC,0.03,0.02,0.01,142
29,2015,POBI6,SELA,0.03,0.02,0,142
29,2015,POBI6,GEROT,0.03,0.02,0.08,142
29,2015,POBI6,CARO2,0.03,0.02,0.02,142
29,2015,POBI6,LUSP4,0.03,0.02,0,142
29,2015,POBI6,PODI2,0.03,0.02,0,142
29,2015,POBI6,ARSC,0.03,0.02,0.03,142
29,2015,POBI6,ARFEF3,0.03,0.02,0.03,142
29,2015,POBI6,CEARS2,0.03,0.02,0.01,142
29,2015,POBI6,POARG,0.03,0.02,0.01,142
29,2015,POBI6,MELA3,0.03,0.02,0,142
29,2015,POBI6,2UNKSC,0.03,0.02,0.01,142
29,2015,POBI6,HEMO3,0.03,0.02,0,142
29,2015,POBI6,2LICHN,0.03,0.02,0.07,142
29,2015,POBI6,STLO2,0.03,0.02,0,142
